order_item_id,order_id,product_id,quantity,unit_price,discount
ITEM-000063,ORD-000027,PROD-0018,2,14.99,0.0
ITEM-000064,ORD-000027,PROD-0006,1,59.99,0.0
ITEM-000065,ORD-000028,PROD-0004,1,39.99,4.0
ITEM-000066,ORD-000028,PROD-0016,1,79.99,8.0
ITEM-000067,ORD-000029,PROD-0046,1,149.99,0.0
ITEM-000068,ORD-000030,PROD-0047,1,17.99,0.9
ITEM-000069,ORD-000030,PROD-0008,2,29.99,0.0
ITEM-000070,ORD-000030,PROD-0050,3,449.99,0.0
ITEM-000071,ORD-000031,PROD-0024,2,99.99,0.0
ITEM-000072,ORD-000031,PROD-0011,3,24.99,0.0
ITEM-000073,ORD-000032,PROD-0001,1,199.99,0.0
ITEM-000074,ORD-000033,PROD-0015,3,29.99,4.5
ITEM-000075,ORD-000033,PROD-0021,2,299.99,0.0
ITEM-000076,ORD-000033,PROD-0016,3,79.99,12.0
ITEM-000077,ORD-000033,PROD-0027,1,49.99,0.0
ITEM-000078,ORD-000034,PROD-0005,2,279.99,28.0
ITEM-000079,ORD-000034,PROD-0030,2,139.99,0.0
ITEM-000080,ORD-000034,PROD-0019,2,49.99,5.0
ITEM-000081,ORD-000034,PROD-0050,1,449.99,45.0
ITEM-000082,ORD-000035,PROD-0010,2,44.99,0.0
ITEM-000083,ORD-000035,PROD-0001,1,199.99,10.0
ITEM-000084,ORD-000036,PROD-0048,1,22.99,0.0
ITEM-000085,ORD-000036,PROD-0047,1,17.99,0.0
ITEM-000086,ORD-000036,PROD-0020,1,39.99,0.0
ITEM-000087,ORD-000036,PROD-0007,3,49.99,15.0
ITEM-000088,ORD-000037,PROD-0033,1,79.99,8.0
ITEM-000089,ORD-000038,PROD-0017,3,64.99,9.75
ITEM-000090,ORD-000038,PROD-0021,2,299.99,0.0
ITEM-000091,ORD-000038,PROD-0026,3,39.99,0.0
ITEM-000092,ORD-000039,PROD-0035,2,59.99,0.0
ITEM-000093,ORD-000040,PROD-0044,3,19.99,0.0
ITEM-000094,ORD-000040,PROD-0020,2,39.99,0.0
ITEM-000095,ORD-000041,PROD-0017,2,64.99,13.0
ITEM-000096,ORD-000041,PROD-0012,3,59.99,0.0
ITEM-000097,ORD-000041,PROD-0002,1,349.99,0.0
ITEM-000098,ORD-000042,PROD-0024,1,99.99,5.0
ITEM-000099,ORD-000042,PROD-0044,1,19.99,0.0
ITEM-000100,ORD-000042,PROD-0041,1,29.99,0.0
ITEM-000101,ORD-000042,PROD-0042,3,189.99,57.0
ITEM-000102,ORD-000043,PROD-0030,1,139.99,0.0
ITEM-000103,ORD-000044,PROD-0012,2,59.99,12.0
ITEM-000104,ORD-000044,PROD-0023,1,249.99,0.0
ITEM-000105,ORD-000044,PROD-0014,2,34.99,7.0
ITEM-000106,ORD-000044,PROD-0018,2,14.99,0.0
ITEM-000107,ORD-000045,PROD-0041,1,29.99,3.0
ITEM-000108,ORD-000045,PROD-0035,3,59.99,9.0
ITEM-000109,ORD-000046,PROD-0025,1,119.99,6.0
ITEM-000110,ORD-000046,PROD-0018,3,14.99,0.0
ITEM-000111,ORD-000046,PROD-0012,1,59.99,3.0
ITEM-000112,ORD-000047,PROD-0011,1,24.99,0.0
ITEM-000113,ORD-000047,PROD-0007,2,49.99,0.0
ITEM-000114,ORD-000048,PROD-0012,3,59.99,9.0
ITEM-000115,ORD-000048,PROD-0016,3,79.99,12.0
ITEM-000116,ORD-000049,PROD-0037,2,18.99,1.9
ITEM-000117,ORD-000049,PROD-0013,1,129.99,13.0
ITEM-000118,ORD-000050,PROD-0002,2,349.99,0.0
ITEM-000119,ORD-000050,PROD-0034,2,28.99,0.0
ITEM-000120,ORD-000051,PROD-0004,3,39.99,0.0
ITEM-000121,ORD-000051,PROD-0002,1,349.99,17.5
ITEM-000122,ORD-000051,PROD-0010,1,44.99,2.25
ITEM-000123,ORD-000052,PROD-0021,3,299.99,90.0
ITEM-000124,ORD-000052,PROD-0009,2,34.99,3.5
ITEM-000125,ORD-000052,PROD-0011,3,24.99,3.75
ITEM-000126,ORD-000053,PROD-0009,1,34.99,3.5
ITEM-000127,ORD-000053,PROD-0012,3,59.99,0.0
ITEM-000128,ORD-000053,PROD-0047,1,17.99,0.9
ITEM-000129,ORD-000054,PROD-0010,1,44.99,2.25
ITEM-000130,ORD-000054,PROD-0022,1,149.99,0.0
ITEM-000131,ORD-000054,PROD-0048,3,22.99,3.45
ITEM-000132,ORD-000054,PROD-0005,2,279.99,0.0
ITEM-000133,ORD-000055,PROD-0004,2,39.99,8.0
ITEM-000134,ORD-000056,PROD-0023,2,249.99,0.0
ITEM-000135,ORD-000056,PROD-0035,1,59.99,0.0
ITEM-000136,ORD-000056,PROD-0025,2,119.99,12.0
ITEM-000137,ORD-000056,PROD-0007,1,49.99,2.5
ITEM-000138,ORD-000057,PROD-0022,3,149.99,45.0
ITEM-000139,ORD-000058,PROD-0011,1,24.99,0.0
ITEM-000140,ORD-000058,PROD-0004,2,39.99,4.0
ITEM-000141,ORD-000058,PROD-0007,3,49.99,7.5
ITEM-000142,ORD-000058,PROD-0022,2,149.99,0.0
ITEM-000143,ORD-000059,PROD-0010,2,44.99,0.0
ITEM-000144,ORD-000059,PROD-0004,2,39.99,8.0
ITEM-000145,ORD-000059,PROD-0024,1,99.99,0.0
ITEM-000146,ORD-000059,PROD-0001,1,199.99,0.0
ITEM-000147,ORD-000060,PROD-0020,2,39.99,8.0
ITEM-000148,ORD-000061,PROD-0012,1,59.99,3.0
ITEM-000149,ORD-000061,PROD-0024,2,99.99,0.0
ITEM-000150,ORD-000061,PROD-0025,3,119.99,0.0
ITEM-000151,ORD-000061,PROD-0029,3,27.99,0.0
ITEM-000152,ORD-000062,PROD-0025,3,119.99,36.0
ITEM-000153,ORD-000063,PROD-0046,3,149.99,0.0
ITEM-000154,ORD-000063,PROD-0003,2,89.99,0.0
ITEM-000155,ORD-000063,PROD-0033,1,79.99,0.0
ITEM-000156,ORD-000063,PROD-0037,1,18.99,0.0
ITEM-000157,ORD-000064,PROD-0021,1,299.99,30.0
ITEM-000158,ORD-000064,PROD-0047,3,17.99,2.7
ITEM-000159,ORD-000064,PROD-0005,3,279.99,84.0
ITEM-000160,ORD-000065,PROD-0037,3,18.99,0.0
ITEM-000161,ORD-000065,PROD-0038,3,89.99,0.0
ITEM-000162,ORD-000066,PROD-0042,2,189.99,0.0
ITEM-000163,ORD-000066,PROD-0032,2,19.99,0.0
ITEM-000164,ORD-000066,PROD-0037,3,18.99,5.7
ITEM-000165,ORD-000066,PROD-0039,1,32.99,3.3
ITEM-000166,ORD-000067,PROD-0032,1,19.99,0.0
ITEM-000167,ORD-000067,PROD-0045,3,69.99,21.0
ITEM-000168,ORD-000067,PROD-0044,2,19.99,2.0
ITEM-000169,ORD-000068,PROD-0048,2,22.99,0.0
ITEM-000170,ORD-000068,PROD-0032,1,19.99,0.0
ITEM-000171,ORD-000068,PROD-0049,3,16.99,5.1
ITEM-000172,ORD-000068,PROD-0034,3,28.99,0.0
ITEM-000173,ORD-000069,PROD-0024,3,99.99,0.0
ITEM-000174,ORD-000070,PROD-0016,2,79.99,16.0
ITEM-000175,ORD-000071,PROD-0023,3,249.99,0.0
ITEM-000176,ORD-000071,PROD-0011,2,24.99,0.0
ITEM-000177,ORD-000071,PROD-0017,2,64.99,0.0
ITEM-000178,ORD-000072,PROD-0044,2,19.99,4.0
ITEM-000179,ORD-000072,PROD-0014,3,34.99,0.0
ITEM-000180,ORD-000073,PROD-0039,1,32.99,1.65
ITEM-000181,ORD-000073,PROD-0001,3,199.99,30.0
ITEM-000182,ORD-000074,PROD-0030,2,139.99,14.0
ITEM-000183,ORD-000074,PROD-0017,3,64.99,19.5
ITEM-000184,ORD-000074,PROD-0014,3,34.99,0.0
ITEM-000185,ORD-000075,PROD-0020,2,39.99,0.0
ITEM-000186,ORD-000075,PROD-0044,2,19.99,2.0
ITEM-000187,ORD-000075,PROD-0007,3,49.99,7.5
ITEM-000188,ORD-000076,PROD-0034,1,28.99,0.0
ITEM-000189,ORD-000076,PROD-0049,3,16.99,5.1
ITEM-000190,ORD-000077,PROD-0027,3,49.99,0.0
ITEM-000191,ORD-000077,PROD-0026,3,39.99,0.0
ITEM-000192,ORD-000077,PROD-0025,3,119.99,0.0
ITEM-000193,ORD-000078,PROD-0043,1,24.99,1.25
ITEM-000194,ORD-000078,PROD-0036,1,22.99,2.3
ITEM-000195,ORD-000079,PROD-0044,3,19.99,0.0
ITEM-000196,ORD-000079,PROD-0022,1,149.99,7.5
ITEM-000197,ORD-000080,PROD-0038,1,89.99,9.0
ITEM-000198,ORD-000080,PROD-0019,2,49.99,0.0
ITEM-000199,ORD-000080,PROD-0030,3,139.99,42.0
ITEM-000200,ORD-000081,PROD-0022,3,149.99,45.0
ITEM-000201,ORD-000081,PROD-0027,3,49.99,0.0
ITEM-000202,ORD-000082,PROD-0001,2,199.99,20.0
ITEM-000203,ORD-000083,PROD-0041,2,29.99,0.0
ITEM-000204,ORD-000083,PROD-0028,1,34.99,1.75
ITEM-000205,ORD-000083,PROD-0026,3,39.99,0.0
ITEM-000206,ORD-000083,PROD-0031,1,34.99,1.75
ITEM-000207,ORD-000084,PROD-0005,2,279.99,28.0
ITEM-000208,ORD-000084,PROD-0003,3,89.99,13.5
ITEM-000209,ORD-000085,PROD-0011,1,24.99,0.0
ITEM-000210,ORD-000085,PROD-0026,1,39.99,0.0
ITEM-000211,ORD-000086,PROD-0025,3,119.99,18.0
ITEM-000212,ORD-000087,PROD-0042,1,189.99,0.0
ITEM-000213,ORD-000088,PROD-0031,1,34.99,0.0
ITEM-000214,ORD-000088,PROD-0045,3,69.99,0.0
ITEM-000215,ORD-000088,PROD-0010,2,44.99,0.0
ITEM-000216,ORD-000089,PROD-0032,1,19.99,0.0
ITEM-000217,ORD-000090,PROD-0046,1,149.99,0.0
ITEM-000218,ORD-000090,PROD-0027,1,49.99,5.0
ITEM-000219,ORD-000090,PROD-0019,1,49.99,0.0
ITEM-000220,ORD-000091,PROD-0047,3,17.99,0.0
ITEM-000221,ORD-000092,PROD-0017,1,64.99,0.0
ITEM-000222,ORD-000092,PROD-0030,2,139.99,14.0
ITEM-000223,ORD-000092,PROD-0004,2,39.99,8.0
ITEM-000224,ORD-000093,PROD-0022,2,149.99,15.0
ITEM-000225,ORD-000093,PROD-0023,3,249.99,0.0
ITEM-000226,ORD-000094,PROD-0030,2,139.99,28.0
ITEM-000227,ORD-000094,PROD-0018,1,14.99,0.0
ITEM-000228,ORD-000094,PROD-0025,3,119.99,0.0
ITEM-000229,ORD-000094,PROD-0045,1,69.99,0.0
ITEM-000230,ORD-000095,PROD-0012,2,59.99,0.0
ITEM-000231,ORD-000095,PROD-0040,3,21.99,0.0
ITEM-000232,ORD-000095,PROD-0025,2,119.99,24.0
ITEM-000233,ORD-000095,PROD-0050,1,449.99,45.0
ITEM-000234,ORD-000096,PROD-0001,3,199.99,0.0
ITEM-000235,ORD-000096,PROD-0046,3,149.99,22.5
ITEM-000236,ORD-000096,PROD-0044,3,19.99,0.0
ITEM-000237,ORD-000097,PROD-0010,1,44.99,0.0
ITEM-000238,ORD-000097,PROD-0036,3,22.99,6.9
ITEM-000239,ORD-000097,PROD-0040,2,21.99,0.0
ITEM-000240,ORD-000097,PROD-0004,1,39.99,4.0
ITEM-000241,ORD-000098,PROD-0036,2,22.99,4.6
ITEM-000242,ORD-000098,PROD-0042,1,189.99,19.0
ITEM-000243,ORD-000099,PROD-0008,3,29.99,0.0
ITEM-000244,ORD-000099,PROD-0032,2,19.99,0.0
ITEM-000245,ORD-000099,PROD-0048,1,22.99,0.0
ITEM-000246,ORD-000100,PROD-0042,2,189.99,19.0
ITEM-000247,ORD-000100,PROD-0043,2,24.99,0.0
ITEM-000248,ORD-000101,PROD-0046,1,149.99,0.0
ITEM-000249,ORD-000101,PROD-0043,3,24.99,0.0
ITEM-000250,ORD-000101,PROD-0024,1,99.99,5.0
ITEM-000251,ORD-000101,PROD-0029,2,27.99,2.8
ITEM-000252,ORD-000102,PROD-0032,3,19.99,6.0
ITEM-000253,ORD-000102,PROD-0009,3,34.99,0.0
ITEM-000254,ORD-000103,PROD-0007,1,49.99,0.0
ITEM-000255,ORD-000103,PROD-0049,2,16.99,3.4
ITEM-000256,ORD-000103,PROD-0027,3,49.99,0.0
ITEM-000257,ORD-000104,PROD-0038,1,89.99,0.0
ITEM-000258,ORD-000104,PROD-0031,3,34.99,0.0
ITEM-000259,ORD-000104,PROD-0033,1,79.99,8.0
ITEM-000260,ORD-000104,PROD-0050,3,449.99,67.5
ITEM-000261,ORD-000105,PROD-0018,2,14.99,1.5
ITEM-000262,ORD-000105,PROD-0026,2,39.99,0.0
ITEM-000263,ORD-000106,PROD-0046,3,149.99,0.0
ITEM-000264,ORD-000106,PROD-0048,3,22.99,3.45
ITEM-000265,ORD-000106,PROD-0036,3,22.99,0.0
ITEM-000266,ORD-000107,PROD-0036,3,22.99,6.9
ITEM-000267,ORD-000107,PROD-0031,3,34.99,5.25
ITEM-000268,ORD-000107,PROD-0038,2,89.99,0.0
ITEM-000269,ORD-000108,PROD-0043,1,24.99,0.0
ITEM-000270,ORD-000109,PROD-0045,2,69.99,0.0
ITEM-000271,ORD-000110,PROD-0048,3,22.99,6.9
ITEM-000272,ORD-000110,PROD-0042,3,189.99,28.5
ITEM-000273,ORD-000111,PROD-0036,3,22.99,3.45
ITEM-000274,ORD-000111,PROD-0004,1,39.99,4.0
ITEM-000275,ORD-000111,PROD-0001,1,199.99,10.0
ITEM-000276,ORD-000112,PROD-0012,3,59.99,0.0
ITEM-000277,ORD-000112,PROD-0044,2,19.99,2.0
ITEM-000278,ORD-000112,PROD-0005,1,279.99,0.0
ITEM-000279,ORD-000112,PROD-0048,2,22.99,0.0
ITEM-000280,ORD-000113,PROD-0050,3,449.99,67.5
ITEM-000281,ORD-000114,PROD-0012,1,59.99,0.0
ITEM-000282,ORD-000114,PROD-0034,2,28.99,5.8
ITEM-000283,ORD-000115,PROD-0022,1,149.99,15.0
ITEM-000284,ORD-000115,PROD-0024,3,99.99,0.0
ITEM-000285,ORD-000115,PROD-0019,1,49.99,2.5
ITEM-000286,ORD-000116,PROD-0003,2,89.99,18.0
ITEM-000287,ORD-000116,PROD-0044,1,19.99,2.0
ITEM-000288,ORD-000117,PROD-0033,1,79.99,4.0
ITEM-000289,ORD-000117,PROD-0029,3,27.99,0.0
ITEM-000290,ORD-000117,PROD-0032,2,19.99,0.0
ITEM-000291,ORD-000118,PROD-0041,1,29.99,0.0
ITEM-000292,ORD-000119,PROD-0042,1,189.99,0.0
ITEM-000293,ORD-000119,PROD-0005,2,279.99,0.0
ITEM-000294,ORD-000119,PROD-0048,1,22.99,0.0
ITEM-000295,ORD-000119,PROD-0044,3,19.99,0.0
ITEM-000296,ORD-000120,PROD-0028,3,34.99,0.0
ITEM-000297,ORD-000120,PROD-0021,3,299.99,0.0
ITEM-000298,ORD-000120,PROD-0002,3,349.99,0.0
ITEM-000299,ORD-000120,PROD-0025,1,119.99,6.0
ITEM-000300,ORD-000121,PROD-0019,2,49.99,10.0
ITEM-000301,ORD-000122,PROD-0009,2,34.99,3.5
ITEM-000302,ORD-000122,PROD-0048,3,22.99,0.0
ITEM-000303,ORD-000123,PROD-0008,1,29.99,3.0
ITEM-000304,ORD-000123,PROD-0003,3,89.99,0.0
ITEM-000305,ORD-000124,PROD-0042,1,189.99,0.0
ITEM-000306,ORD-000124,PROD-0033,2,79.99,0.0
ITEM-000307,ORD-000124,PROD-0010,3,44.99,0.0
ITEM-000308,ORD-000124,PROD-0011,3,24.99,7.5
ITEM-000309,ORD-000125,PROD-0013,3,129.99,39.0
ITEM-000310,ORD-000126,PROD-0040,2,21.99,4.4
ITEM-000311,ORD-000126,PROD-0005,3,279.99,42.0
ITEM-000312,ORD-000126,PROD-0013,1,129.99,6.5
ITEM-000313,ORD-000127,PROD-0046,3,149.99,45.0
ITEM-000314,ORD-000127,PROD-0048,2,22.99,0.0
ITEM-000315,ORD-000128,PROD-0032,1,19.99,0.0
ITEM-000316,ORD-000128,PROD-0036,1,22.99,0.0
ITEM-000317,ORD-000128,PROD-0007,3,49.99,0.0
ITEM-000318,ORD-000129,PROD-0050,3,449.99,67.5
ITEM-000319,ORD-000129,PROD-0038,3,89.99,27.0
ITEM-000320,ORD-000129,PROD-0014,3,34.99,0.0
ITEM-000321,ORD-000129,PROD-0003,2,89.99,18.0
ITEM-000322,ORD-000130,PROD-0026,2,39.99,0.0
ITEM-000323,ORD-000131,PROD-0011,1,24.99,2.5
ITEM-000324,ORD-000131,PROD-0012,1,59.99,0.0
ITEM-000325,ORD-000131,PROD-0037,1,18.99,0.0
ITEM-000326,ORD-000131,PROD-0043,1,24.99,0.0
ITEM-000327,ORD-000132,PROD-0003,3,89.99,13.5
ITEM-000328,ORD-000133,PROD-0025,2,119.99,12.0
ITEM-000329,ORD-000133,PROD-0042,3,189.99,0.0
ITEM-000330,ORD-000134,PROD-0023,1,249.99,0.0
ITEM-000331,ORD-000134,PROD-0032,2,19.99,0.0
ITEM-000332,ORD-000134,PROD-0031,1,34.99,0.0
ITEM-000333,ORD-000134,PROD-0039,3,32.99,4.95
ITEM-000334,ORD-000135,PROD-0043,1,24.99,2.5
ITEM-000335,ORD-000136,PROD-0038,3,89.99,27.0
ITEM-000336,ORD-000136,PROD-0011,3,24.99,0.0
ITEM-000337,ORD-000137,PROD-0011,2,24.99,0.0
ITEM-000338,ORD-000138,PROD-0029,2,27.99,5.6
ITEM-000339,ORD-000138,PROD-0039,2,32.99,0.0
ITEM-000340,ORD-000139,PROD-0015,2,29.99,6.0
ITEM-000341,ORD-000140,PROD-0010,2,44.99,0.0
ITEM-000342,ORD-000140,PROD-0039,3,32.99,0.0
ITEM-000343,ORD-000140,PROD-0007,1,49.99,5.0
ITEM-000344,ORD-000140,PROD-0012,3,59.99,0.0
ITEM-000345,ORD-000141,PROD-0024,2,99.99,0.0
ITEM-000346,ORD-000141,PROD-0003,2,89.99,18.0
ITEM-000347,ORD-000141,PROD-0045,2,69.99,0.0
ITEM-000348,ORD-000141,PROD-0034,2,28.99,0.0
ITEM-000349,ORD-000142,PROD-0019,3,49.99,15.0
ITEM-000350,ORD-000143,PROD-0037,3,18.99,0.0
ITEM-000351,ORD-000144,PROD-0027,1,49.99,5.0
ITEM-000352,ORD-000144,PROD-0024,3,99.99,15.0
ITEM-000353,ORD-000144,PROD-0007,2,49.99,10.0
ITEM-000354,ORD-000145,PROD-0049,3,16.99,5.1
ITEM-000355,ORD-000145,PROD-0014,1,34.99,1.75
ITEM-000356,ORD-000145,PROD-0027,3,49.99,15.0
ITEM-000357,ORD-000145,PROD-0036,2,22.99,2.3
ITEM-000358,ORD-000146,PROD-0043,3,24.99,0.0
ITEM-000359,ORD-000146,PROD-0008,2,29.99,0.0
ITEM-000360,ORD-000147,PROD-0036,3,22.99,0.0
ITEM-000361,ORD-000147,PROD-0040,1,21.99,2.2
ITEM-000362,ORD-000147,PROD-0045,3,69.99,0.0
ITEM-000363,ORD-000148,PROD-0006,2,59.99,0.0
ITEM-000364,ORD-000148,PROD-0005,3,279.99,84.0
ITEM-000365,ORD-000148,PROD-0017,2,64.99,6.5
ITEM-000366,ORD-000148,PROD-0015,3,29.99,0.0
ITEM-000367,ORD-000149,PROD-0013,3,129.99,0.0
ITEM-000368,ORD-000149,PROD-0003,3,89.99,0.0
ITEM-000369,ORD-000149,PROD-0039,3,32.99,0.0
ITEM-000370,ORD-000150,PROD-0026,1,39.99,0.0
ITEM-000371,ORD-000150,PROD-0038,3,89.99,13.5
ITEM-000372,ORD-000150,PROD-0013,3,129.99,19.5
ITEM-000373,ORD-000150,PROD-0034,2,28.99,0.0
ITEM-000374,ORD-000151,PROD-0017,1,64.99,6.5
ITEM-000375,ORD-000152,PROD-0022,2,149.99,15.0
ITEM-000376,ORD-000152,PROD-0008,3,29.99,9.0
ITEM-000377,ORD-000152,PROD-0033,2,79.99,16.0
ITEM-000378,ORD-000153,PROD-0038,2,89.99,0.0
ITEM-000379,ORD-000153,PROD-0002,2,349.99,0.0
ITEM-000380,ORD-000153,PROD-0031,3,34.99,0.0
ITEM-000381,ORD-000153,PROD-0008,2,29.99,6.0
ITEM-000382,ORD-000154,PROD-0006,3,59.99,9.0
ITEM-000383,ORD-000154,PROD-0026,2,39.99,4.0
ITEM-000384,ORD-000154,PROD-0044,3,19.99,3.0
ITEM-000385,ORD-000155,PROD-0017,1,64.99,0.0
ITEM-000386,ORD-000155,PROD-0014,3,34.99,5.25
ITEM-000387,ORD-000156,PROD-0040,1,21.99,2.2
ITEM-000388,ORD-000156,PROD-0001,2,199.99,20.0
ITEM-000389,ORD-000156,PROD-0049,2,16.99,1.7
ITEM-000390,ORD-000156,PROD-0035,2,59.99,0.0
ITEM-000391,ORD-000157,PROD-0004,2,39.99,8.0
ITEM-000392,ORD-000157,PROD-0034,3,28.99,0.0
ITEM-000393,ORD-000158,PROD-0045,3,69.99,21.0
ITEM-000394,ORD-000159,PROD-0021,2,299.99,30.0
ITEM-000395,ORD-000160,PROD-0024,2,99.99,0.0
ITEM-000396,ORD-000160,PROD-0012,2,59.99,6.0
ITEM-000397,ORD-000160,PROD-0032,2,19.99,4.0
ITEM-000398,ORD-000161,PROD-0007,2,49.99,0.0
ITEM-000399,ORD-000161,PROD-0047,2,17.99,0.0
ITEM-000400,ORD-000162,PROD-0032,3,19.99,3.0
ITEM-000401,ORD-000162,PROD-0009,2,34.99,3.5
ITEM-000402,ORD-000162,PROD-0041,3,29.99,0.0
ITEM-000403,ORD-000162,PROD-0034,3,28.99,0.0
ITEM-000404,ORD-000163,PROD-0024,2,99.99,0.0
ITEM-000405,ORD-000163,PROD-0036,2,22.99,0.0
ITEM-000406,ORD-000163,PROD-0017,3,64.99,0.0
ITEM-000407,ORD-000164,PROD-0006,2,59.99,0.0
ITEM-000408,ORD-000164,PROD-0025,3,119.99,18.0
ITEM-000409,ORD-000164,PROD-0040,3,21.99,6.6
ITEM-000410,ORD-000164,PROD-0019,1,49.99,0.0
ITEM-000411,ORD-000165,PROD-0039,2,32.99,6.6
ITEM-000412,ORD-000165,PROD-0042,2,189.99,38.0
ITEM-000413,ORD-000165,PROD-0026,2,39.99,0.0
ITEM-000414,ORD-000166,PROD-0048,1,22.99,0.0
ITEM-000415,ORD-000166,PROD-0045,2,69.99,0.0
ITEM-000416,ORD-000166,PROD-0006,1,59.99,0.0
ITEM-000417,ORD-000167,PROD-0007,2,49.99,0.0
ITEM-000418,ORD-000168,PROD-0029,1,27.99,0.0
ITEM-000419,ORD-000168,PROD-0041,2,29.99,6.0
ITEM-000420,ORD-000168,PROD-0009,3,34.99,5.25
ITEM-000421,ORD-000169,PROD-0034,2,28.99,5.8
ITEM-000422,ORD-000169,PROD-0041,1,29.99,3.0
ITEM-000423,ORD-000169,PROD-0035,2,59.99,6.0
ITEM-000424,ORD-000169,PROD-0020,1,39.99,0.0
ITEM-000425,ORD-000170,PROD-0045,2,69.99,14.0
ITEM-000426,ORD-000171,PROD-0039,3,32.99,4.95
ITEM-000427,ORD-000171,PROD-0015,1,29.99,3.0
ITEM-000428,ORD-000171,PROD-0001,3,199.99,60.0
ITEM-000429,ORD-000172,PROD-0025,2,119.99,0.0
ITEM-000430,ORD-000172,PROD-0015,3,29.99,4.5
ITEM-000431,ORD-000172,PROD-0017,2,64.99,6.5
ITEM-000432,ORD-000172,PROD-0006,2,59.99,0.0
ITEM-000433,ORD-000173,PROD-0040,3,21.99,6.6
ITEM-000434,ORD-000173,PROD-0029,1,27.99,0.0
ITEM-000435,ORD-000173,PROD-0018,1,14.99,0.0
